,paper_url,paper_title,paper_arxiv_id,paper_url_abs,paper_url_pdf,repo_url,is_official,mentioned_in_paper,mentioned_in_github,framework,readme_url
10,https://paperswithcode.com/paper/recurrent-memory-array-structures,Recurrent Memory Array Structures,1607.03085,http://arxiv.org/abs/1607.03085v3,http://arxiv.org/pdf/1607.03085v3.pdf,https://github.com/krocki/ArrayLSTM,True,True,True,none,https://raw.githubusercontent.com/krocki/ArrayLSTM/master/README.md
11,https://paperswithcode.com/paper/an-empirical-framework-for-domain,An Empirical Framework for Domain Generalization in Clinical Settings,2103.11163,https://arxiv.org/abs/2103.11163v2,https://arxiv.org/pdf/2103.11163v2.pdf,https://github.com/MLforHealth/ClinicalDG,True,True,True,pytorch,https://raw.githubusercontent.com/MLforHealth/ClinicalDG/master/README.md
12,https://paperswithcode.com/paper/scinli-a-corpus-for-natural-language,SciNLI: A Corpus for Natural Language Inference on Scientific Text,2203.06728,https://arxiv.org/abs/2203.06728v2,https://arxiv.org/pdf/2203.06728v2.pdf,https://github.com/msadat3/scinli,True,True,True,pytorch,https://raw.githubusercontent.com/msadat3/scinli/main/README.md
13,https://paperswithcode.com/paper/sparse-and-noisy-lidar-completion-with-rgb,Sparse and noisy LiDAR completion with RGB guidance and uncertainty,1902.05356,http://arxiv.org/abs/1902.05356v1,http://arxiv.org/pdf/1902.05356v1.pdf,https://github.com/wvangansbeke/Sparse-Depth-Completion,True,True,True,pytorch,https://raw.githubusercontent.com/wvangansbeke/Sparse-Depth-Completion/master/README.md
14,https://paperswithcode.com/paper/an-efficient-shape-parametrisation-by-free,An efficient shape parametrisation by free-form deformation enhanced by active subspace for hull hydrodynamic ship design problems in open source environment,1801.06369,http://arxiv.org/abs/1801.06369v2,http://arxiv.org/pdf/1801.06369v2.pdf,https://github.com/mathLab/PyGeM,True,True,True,none,https://raw.githubusercontent.com/mathLab/PyGeM/master/README.md
15,https://paperswithcode.com/paper/nela-gt-2019-a-large-multi-labelled-news,NELA-GT-2019: A Large Multi-Labelled News Dataset for The Study of Misinformation in News Articles,2003.08444,https://arxiv.org/abs/2003.08444v2,https://arxiv.org/pdf/2003.08444v2.pdf,https://github.com/MELALab/nela-gt-2019,True,True,True,none,https://raw.githubusercontent.com/MELALab/nela-gt-2019/master/README.md
16,https://paperswithcode.com/paper/apple-picker-automatic-particle-picking-a-low,"APPLE Picker: Automatic Particle Picking, a Low-Effort Cryo-EM Framework",1802.00469,http://arxiv.org/abs/1802.00469v2,http://arxiv.org/pdf/1802.00469v2.pdf,https://github.com/PrincetonUniversity/APPLEpicker,True,True,True,none,https://raw.githubusercontent.com/PrincetonUniversity/APPLEpicker/master/README.md
17,https://paperswithcode.com/paper/evolution-of-a-functionally-diverse-swarm-via,Evolution of a Functionally Diverse Swarm via a Novel Decentralised Quality-Diversity Algorithm,1804.07655,http://arxiv.org/abs/1804.07655v1,http://arxiv.org/pdf/1804.07655v1.pdf,https://github.com/asteyven/EDQD-GECCO2018,True,True,True,none,https://raw.githubusercontent.com/asteyven/EDQD-GECCO2018/master/README.md
18,https://paperswithcode.com/paper/deepjscc-f-deep-joint-source-channel-coding,DeepJSCC-f: Deep Joint Source-Channel Coding of Images with Feedback,1911.11174,https://arxiv.org/abs/1911.11174v2,https://arxiv.org/pdf/1911.11174v2.pdf,https://github.com/kurka/deepJSCC-feedback,True,True,True,tf,https://raw.githubusercontent.com/kurka/deepJSCC-feedback/master/README.md
19,https://paperswithcode.com/paper/incorporating-symbolic-domain-knowledge-into,Incorporating Symbolic Domain Knowledge into Graph Neural Networks,2010.13900,https://arxiv.org/abs/2010.13900v2,https://arxiv.org/pdf/2010.13900v2.pdf,https://github.com/tirtharajdash/VEGNN,True,True,True,pytorch,https://raw.githubusercontent.com/tirtharajdash/VEGNN/master/README.md
20,https://paperswithcode.com/paper/working-hard-to-know-your-neighbors-margins,Working hard to know your neighbor's margins: Local descriptor learning loss,1705.10872,http://arxiv.org/abs/1705.10872v4,http://arxiv.org/pdf/1705.10872v4.pdf,https://github.com/DagnyT/hardnet,True,True,True,pytorch,https://raw.githubusercontent.com/DagnyT/hardnet/master/README.md
21,https://paperswithcode.com/paper/on-the-robustness-of-the-cvpr-2018-white-box,On the Robustness of the CVPR 2018 White-Box Adversarial Example Defenses,1804.03286,http://arxiv.org/abs/1804.03286v1,http://arxiv.org/pdf/1804.03286v1.pdf,https://github.com/anishathalye/Guided-Denoise,True,True,True,tf,https://raw.githubusercontent.com/anishathalye/Guided-Denoise/master/README.md
22,https://paperswithcode.com/paper/shape-optimization-by-means-of-proper,Shape Optimization by means of Proper Orthogonal Decomposition and Dynamic Mode Decomposition,1803.07368,http://arxiv.org/abs/1803.07368v2,http://arxiv.org/pdf/1803.07368v2.pdf,https://github.com/mathLab/PyGeM,True,True,True,none,https://raw.githubusercontent.com/mathLab/PyGeM/master/README.md
23,https://paperswithcode.com/paper/megaman-manifold-learning-with-millions-of,megaman: Manifold Learning with Millions of points,1603.02763,http://arxiv.org/abs/1603.02763v1,http://arxiv.org/pdf/1603.02763v1.pdf,https://github.com/mmp2/megaman,True,True,True,none,https://raw.githubusercontent.com/mmp2/megaman/master/README.md
24,https://paperswithcode.com/paper/jointgan-multi-domain-joint-distribution,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets,1806.02978,http://arxiv.org/abs/1806.02978v1,http://arxiv.org/pdf/1806.02978v1.pdf,https://github.com/sdai654416/Joint-GAN,True,True,True,tf,https://raw.githubusercontent.com/sdai654416/Joint-GAN/master/README.md
25,https://paperswithcode.com/paper/conditioning-of-three-dimensional-generative,Conditioning of three-dimensional generative adversarial networks for pore and reservoir-scale models,1802.05622,http://arxiv.org/abs/1802.05622v1,http://arxiv.org/pdf/1802.05622v1.pdf,https://github.com/LukasMosser/geogan,True,True,True,pytorch,https://raw.githubusercontent.com/LukasMosser/geogan/master/README.md
26,https://paperswithcode.com/paper/fine-grained-representation-learning-and,Fine-Grained Representation Learning and Recognition by Exploiting Hierarchical Semantic Embedding,1808.04505,http://arxiv.org/abs/1808.04505v1,http://arxiv.org/pdf/1808.04505v1.pdf,https://github.com/HCPLab-SYSU/HSE,True,True,True,pytorch,https://raw.githubusercontent.com/HCPLab-SYSU/HSE/master/README.md
27,https://paperswithcode.com/paper/accurate-3d-face-reconstruction-with-weakly,Accurate 3D Face Reconstruction with Weakly-Supervised Learning: From Single Image to Image Set,1903.08527,https://arxiv.org/abs/1903.08527v2,https://arxiv.org/pdf/1903.08527v2.pdf,https://github.com/Microsoft/Deep3DFaceReconstruction,True,True,True,tf,https://raw.githubusercontent.com/Microsoft/Deep3DFaceReconstruction/master/readme.md
28,https://paperswithcode.com/paper/deep-multi-modal-contact-estimation-for,Legged Robot State Estimation using Invariant Kalman Filtering and Learned Contact Events,2106.15713,https://arxiv.org/abs/2106.15713v3,https://arxiv.org/pdf/2106.15713v3.pdf,https://github.com/UMich-CURLY/deep-contact-estimator,True,True,True,pytorch,https://raw.githubusercontent.com/UMich-CURLY/deep-contact-estimator/master/README.md
29,https://paperswithcode.com/paper/metadata-embeddings-for-user-and-item-cold,Metadata Embeddings for User and Item Cold-start Recommendations,1507.08439,http://arxiv.org/abs/1507.08439v1,http://arxiv.org/pdf/1507.08439v1.pdf,https://github.com/lyst/lightfm-paper,True,True,True,none,https://raw.githubusercontent.com/lyst/lightfm-paper/master/README.md
30,https://paperswithcode.com/paper/neural-code-search-revisited-enhancing-code,Neural Code Search Revisited: Enhancing Code Snippet Retrieval through Natural Language Intent,2008.12193,https://arxiv.org/abs/2008.12193v1,https://arxiv.org/pdf/2008.12193v1.pdf,https://github.com/nokia/codesearch,True,True,True,none,https://raw.githubusercontent.com/nokia/codesearch/master/README.md
31,https://paperswithcode.com/paper/a-practical-guide-to-randomized-matrix,A Practical Guide to Randomized Matrix Computations with MATLAB Implementations,1505.07570,http://arxiv.org/abs/1505.07570v6,http://arxiv.org/pdf/1505.07570v6.pdf,https://github.com/wangshusen/RandMatrixMatlab,True,True,True,none,https://raw.githubusercontent.com/wangshusen/RandMatrixMatlab/master/README.md
32,https://paperswithcode.com/paper/denoising-of-3-d-magnetic-resonance-images,Denoising of 3-D Magnetic Resonance Images Using a Residual Encoder-Decoder Wasserstein Generative Adversarial Network,1808.03941,https://arxiv.org/abs/1808.03941v2,https://arxiv.org/pdf/1808.03941v2.pdf,https://github.com/Deep-Imaging-Group/RED-WGAN,True,True,True,pytorch,
33,https://paperswithcode.com/paper/unpaired-multi-domain-image-generation-via,Unpaired Multi-Domain Image Generation via Regularized Conditional GANs,1805.02456,http://arxiv.org/abs/1805.02456v1,http://arxiv.org/pdf/1805.02456v1.pdf,https://github.com/xudonmao/RegCGAN,True,True,True,tf,https://raw.githubusercontent.com/xudonmao/RegCGAN/master/README.md
34,https://paperswithcode.com/paper/pairwise-multi-class-document-classification,Pairwise Multi-Class Document Classification for Semantic Relations between Wikipedia Articles,2003.09881,https://arxiv.org/abs/2003.09881v1,https://arxiv.org/pdf/2003.09881v1.pdf,https://github.com/malteos/semantic-document-relations,True,True,True,pytorch,https://raw.githubusercontent.com/malteos/semantic-document-relations/master/README.md
35,https://paperswithcode.com/paper/information-aggregation-via-dynamic-routing,Information Aggregation via Dynamic Routing for Sequence Encoding,1806.01501,http://arxiv.org/abs/1806.01501v1,http://arxiv.org/pdf/1806.01501v1.pdf,https://github.com/FudanNLP/Capsule4TextClassification,True,True,True,tf,https://raw.githubusercontent.com/FudanNLP/Capsule4TextClassification/master/README.md
36,https://paperswithcode.com/paper/privacyfl-a-simulator-for-privacy-preserving,PrivacyFL: A simulator for privacy-preserving and secure federated learning,2002.08423,https://arxiv.org/abs/2002.08423v2,https://arxiv.org/pdf/2002.08423v2.pdf,https://github.com/vaikkunth/PrivacyFL,True,True,True,none,https://raw.githubusercontent.com/vaikkunth/PrivacyFL/master/README.md
37,https://paperswithcode.com/paper/evaluating-map-elites-on-constrained,Evaluating MAP-Elites on Constrained Optimization Problems,1902.00703,http://arxiv.org/abs/1902.00703v4,http://arxiv.org/pdf/1902.00703v4.pdf,https://github.com/StefanoFioravanzo/MAP-Elites,True,True,True,none,https://raw.githubusercontent.com/StefanoFioravanzo/MAP-Elites/master/README.md
38,https://paperswithcode.com/paper/knowledge-reconciliation-of-n-ary-relations,Knowledge-Based Matching of $n$-ary Tuples,2002.08103,https://arxiv.org/abs/2002.08103v2,https://arxiv.org/pdf/2002.08103v2.pdf,https://github.com/pmonnin/tcn3r,True,True,True,none,https://raw.githubusercontent.com/pmonnin/tcn3r/master/README.md
39,https://paperswithcode.com/paper/fundamental-tradeoffs-between-invariance-and,Fundamental Tradeoffs between Invariance and Sensitivity to Adversarial Perturbations,2002.04599,https://arxiv.org/abs/2002.04599v2,https://arxiv.org/pdf/2002.04599v2.pdf,https://github.com/ftramer/Excessive-Invariance,True,True,True,tf,https://raw.githubusercontent.com/ftramer/Excessive-Invariance/master/README.md
40,https://paperswithcode.com/paper/a-fast-algorithm-for-maximum-likelihood,A fast algorithm for maximum likelihood estimation of mixture proportions using sequential quadratic programming,1806.01412,https://arxiv.org/abs/1806.01412v5,https://arxiv.org/pdf/1806.01412v5.pdf,https://github.com/stephenslab/mixsqp-paper,True,True,True,none,https://raw.githubusercontent.com/stephenslab/mixsqp-paper/master/README.md
41,https://paperswithcode.com/paper/paper-matching-with-local-fairness,Paper Matching with Local Fairness Constraints,1905.11924,https://arxiv.org/abs/1905.11924v1,https://arxiv.org/pdf/1905.11924v1.pdf,https://github.com/iesl/fair-matching,True,True,True,none,https://raw.githubusercontent.com/iesl/fair-matching/master/README.md
42,https://paperswithcode.com/paper/are-you-tough-enough-framework-for-robustness,Are you tough enough? Framework for Robustness Validation of Machine Comprehension Systems,1812.02205,http://arxiv.org/abs/1812.02205v1,http://arxiv.org/pdf/1812.02205v1.pdf,https://github.com/MI2DataLab/nlp_interpretability_framework,True,True,True,none,https://raw.githubusercontent.com/MI2DataLab/nlp_interpretability_framework/master/README.md
43,https://paperswithcode.com/paper/a-lyra2-fpga-core-for-lyra2rev2-based,A Lyra2 FPGA Core for Lyra2REv2-Based Cryptocurrencies,1807.05764,http://arxiv.org/abs/1807.05764v2,http://arxiv.org/pdf/1807.05764v2.pdf,https://github.com/Michielvb/lyra2-hw,True,True,True,none,https://raw.githubusercontent.com/Michielvb/lyra2-hw/master/README.md
44,https://paperswithcode.com/paper/towards-stable-and-efficient-training-of,Towards Stable and Efficient Training of Verifiably Robust Neural Networks,1906.06316,https://arxiv.org/abs/1906.06316v2,https://arxiv.org/pdf/1906.06316v2.pdf,https://github.com/deepmind/interval-bound-propagation,True,True,True,tf,https://raw.githubusercontent.com/deepmind/interval-bound-propagation/master/README.md
45,https://paperswithcode.com/paper/170805844,NIZKCTF: A Non-Interactive Zero-Knowledge Capture the Flag Platform,1708.05844,http://arxiv.org/abs/1708.05844v3,http://arxiv.org/pdf/1708.05844v3.pdf,https://github.com/seadog007/RC3-CTF-2016-scoreboard,True,True,True,none,https://raw.githubusercontent.com/seadog007/RC3-CTF-2016-scoreboard/master/README.md
46,https://paperswithcode.com/paper/topology-optimization-with-bilevel-knapsack,Topology Optimization with Bilevel Knapsack: An Efficient 51 Lines MATLAB Code,1902.00877,http://arxiv.org/abs/1902.00877v1,http://arxiv.org/pdf/1902.00877v1.pdf,https://github.com/vlatorre847/TOSSE,True,True,True,none,https://raw.githubusercontent.com/vlatorre847/TOSSE/master/README.md
47,https://paperswithcode.com/paper/gaussian-processes-with-linear-operator,Gaussian processes with linear operator inequality constraints,1901.03134,https://arxiv.org/abs/1901.03134v2,https://arxiv.org/pdf/1901.03134v2.pdf,https://github.com/cagrell/gp_constr,True,True,True,none,https://raw.githubusercontent.com/cagrell/gp_constr/master/README.md
48,https://paperswithcode.com/paper/direct-sparse-mapping,Direct Sparse Mapping,1904.06577,https://arxiv.org/abs/1904.06577v2,https://arxiv.org/pdf/1904.06577v2.pdf,https://github.com/jzubizarreta/dsm,True,True,True,none,https://raw.githubusercontent.com/jzubizarreta/dsm/master/README.md
49,https://paperswithcode.com/paper/microstructure-representation-and,Microstructure Representation and Reconstruction of Heterogeneous Materials via Deep Belief Network for Computational Material Design,1612.07401,http://arxiv.org/abs/1612.07401v3,http://arxiv.org/pdf/1612.07401v3.pdf,https://github.com/DesignInformaticsLab/Material-Design,True,True,True,none,https://raw.githubusercontent.com/DesignInformaticsLab/Material-Design/master/README.md
50,https://paperswithcode.com/paper/program-induction-by-rationale-generation,Program Induction by Rationale Generation : Learning to Solve and Explain Algebraic Word Problems,1705.04146,http://arxiv.org/abs/1705.04146v3,http://arxiv.org/pdf/1705.04146v3.pdf,https://github.com/deepmind/AQuA,True,True,True,none,https://raw.githubusercontent.com/deepmind/AQuA/master/README.md
51,https://paperswithcode.com/paper/single-deep-counterfactual-regret,Single Deep Counterfactual Regret Minimization,1901.07621,https://arxiv.org/abs/1901.07621v4,https://arxiv.org/pdf/1901.07621v4.pdf,https://github.com/EricSteinberger/Deep-CFR,True,True,True,pytorch,https://raw.githubusercontent.com/EricSteinberger/Deep-CFR/master/README.md
52,https://paperswithcode.com/paper/imagenet-pre-trained-models-with-batch,ImageNet pre-trained models with batch normalization,1612.01452,http://arxiv.org/abs/1612.01452v2,http://arxiv.org/pdf/1612.01452v2.pdf,https://github.com/cvjena/cnn-models,True,True,True,caffe2,https://raw.githubusercontent.com/cvjena/cnn-models/master/README.md
53,https://paperswithcode.com/paper/video-object-segmentation-using-supervoxel,Video Object Segmentation using Supervoxel-Based Gerrymandering,1704.05165,http://arxiv.org/abs/1704.05165v1,http://arxiv.org/pdf/1704.05165v1.pdf,https://github.com/griffbr/supervoxel-gerrymandering,True,True,True,none,https://raw.githubusercontent.com/griffbr/supervoxel-gerrymandering/master/README.md
54,https://paperswithcode.com/paper/self-adaptive-single-and-multi-illuminant,Self-adaptive Single and Multi-illuminant Estimation Framework based on Deep Learning,1902.04705,http://arxiv.org/abs/1902.04705v1,http://arxiv.org/pdf/1902.04705v1.pdf,https://github.com/LiamLYJ/KPF_WB,True,True,True,tf,https://raw.githubusercontent.com/LiamLYJ/KPF_WB/master/README.md
55,https://paperswithcode.com/paper/crime-prediction-with-graph-neural-networks,Crime Prediction with Graph Neural Networks and Multivariate Normal Distributions,2111.14733,https://arxiv.org/abs/2111.14733v2,https://arxiv.org/pdf/2111.14733v2.pdf,https://github.com/sftekin/high-res-crime-forecasting,True,True,True,pytorch,https://raw.githubusercontent.com/sftekin/high-res-crime-forecasting/main/README.md
56,https://paperswithcode.com/paper/pixels-to-graphs-by-associative-embedding,Pixels to Graphs by Associative Embedding,1706.07365,http://arxiv.org/abs/1706.07365v2,http://arxiv.org/pdf/1706.07365v2.pdf,https://github.com/umich-vl/px2graph,True,True,True,tf,https://raw.githubusercontent.com/umich-vl/px2graph/master/README.md
57,https://paperswithcode.com/paper/the-devil-of-face-recognition-is-in-the-noise,The Devil of Face Recognition is in the Noise,1807.11649,http://arxiv.org/abs/1807.11649v1,http://arxiv.org/pdf/1807.11649v1.pdf,https://github.com/fwang91/IMDb-Face,True,True,True,none,https://raw.githubusercontent.com/fwang91/IMDb-Face/master/README.md
58,https://paperswithcode.com/paper/random-circuit-block-encoded-matrix-and-a,Random circuit block-encoded matrix and a proposal of quantum LINPACK benchmark,2006.04010,https://arxiv.org/abs/2006.04010v2,https://arxiv.org/pdf/2006.04010v2.pdf,https://github.com/qsppack/RACBEM,True,True,True,none,https://raw.githubusercontent.com/qsppack/RACBEM/master/README.md
59,https://paperswithcode.com/paper/towards-learning-of-filter-level,Towards Learning of Filter-Level Heterogeneous Compression of Convolutional Neural Networks,1904.09872,https://arxiv.org/abs/1904.09872v4,https://arxiv.org/pdf/1904.09872v4.pdf,https://github.com/yochaiz/darts-UNIQ,True,True,True,pytorch,https://raw.githubusercontent.com/yochaiz/darts-UNIQ/master/README.md
60,https://paperswithcode.com/paper/sketch-driven-regular-expression-generation,Sketch-Driven Regular Expression Generation from Natural Language and Examples,1908.05848,https://arxiv.org/abs/1908.05848v2,https://arxiv.org/pdf/1908.05848v2.pdf,https://github.com/xiye17/SketchRegex,True,True,True,pytorch,https://raw.githubusercontent.com/xiye17/SketchRegex/master/README.md
61,https://paperswithcode.com/paper/physical-adversarial-attacks-against-end-to,Physical Adversarial Attacks Against End-to-End Autoencoder Communication Systems,1902.08391,http://arxiv.org/abs/1902.08391v1,http://arxiv.org/pdf/1902.08391v1.pdf,https://github.com/meysamsadeghi/Security-and-Robustness-of-Deep-Learning-in-Wireless-Communication-Systems,True,True,True,tf,https://raw.githubusercontent.com/meysamsadeghi/Security-and-Robustness-of-Deep-Learning-in-Wireless-Communication-Systems/master/README.md
62,https://paperswithcode.com/paper/pade-activation-units-end-to-end-learning-of,Padé Activation Units: End-to-end Learning of Flexible Activation Functions in Deep Networks,1907.06732,https://arxiv.org/abs/1907.06732v3,https://arxiv.org/pdf/1907.06732v3.pdf,https://github.com/ml-research/pau,True,True,True,pytorch,https://raw.githubusercontent.com/ml-research/pau/master/README.md
63,https://paperswithcode.com/paper/hnccorr-a-novel-combinatorial-approach-for,HNCcorr: A Novel Combinatorial Approach for Cell Identification in Calcium-Imaging Movies,1703.01999,http://arxiv.org/abs/1703.01999v1,http://arxiv.org/pdf/1703.01999v1.pdf,https://github.com/quic0/HNCcorr,True,True,True,none,https://raw.githubusercontent.com/quic0/HNCcorr/master/README.md
64,https://paperswithcode.com/paper/structural-break-analysis-in-high-dimensional,Structural break analysis in high-dimensional covariance structure,1803.00508,http://arxiv.org/abs/1803.00508v2,http://arxiv.org/pdf/1803.00508v2.pdf,https://github.com/akopich/covcp,True,True,True,none,https://raw.githubusercontent.com/akopich/covcp/master/README.md
65,https://paperswithcode.com/paper/super-resolution-based-on-image-adapted-cnn,Super-Resolution via Image-Adapted Denoising CNNs: Incorporating External and Internal Learning,1811.12866,https://arxiv.org/abs/1811.12866v3,https://arxiv.org/pdf/1811.12866v3.pdf,https://github.com/tomtirer/IDBP-CNN-IA,True,True,True,none,https://raw.githubusercontent.com/tomtirer/IDBP-CNN-IA/master/README.md
66,https://paperswithcode.com/paper/aspect-based-sentiment-classification-with,Aspect-based Sentiment Classification with Aspect-specific Graph Convolutional Networks,1909.03477,https://arxiv.org/abs/1909.03477v2,https://arxiv.org/pdf/1909.03477v2.pdf,https://github.com/GeneZC/ASGCN,True,True,True,pytorch,https://raw.githubusercontent.com/GeneZC/ASGCN/master/README.md
67,https://paperswithcode.com/paper/scalable-spectral-clustering-using-random,Scalable Spectral Clustering Using Random Binning Features,1805.11048,https://arxiv.org/abs/1805.11048v3,https://arxiv.org/pdf/1805.11048v3.pdf,https://github.com/IBM/SpectralClustering_RandomBinning,True,True,True,none,https://raw.githubusercontent.com/IBM/SpectralClustering_RandomBinning/master/README.md
68,https://paperswithcode.com/paper/a-one-way-anova-test-for-functional-data-with,A one-way ANOVA test for functional data with graphical interpretation,1612.03608,http://arxiv.org/abs/1612.03608v2,http://arxiv.org/pdf/1612.03608v2.pdf,https://github.com/myllym/GET,True,True,True,none,https://raw.githubusercontent.com/myllym/GET/master/README.md
69,https://paperswithcode.com/paper/inverse-learning-of-symmetry-transformations,Inverse Learning of Symmetries,2002.02782,https://arxiv.org/abs/2002.02782v2,https://arxiv.org/pdf/2002.02782v2.pdf,https://github.com/bmda-unibas/InverseLearningOfSymmetries,True,True,True,tf,https://raw.githubusercontent.com/bmda-unibas/InverseLearningOfSymmetries/master/README.md
70,https://paperswithcode.com/paper/interaction-networks-for-the-identification,Interaction networks for the identification of boosted $H\to b\overline{b}$ decays,1909.12285,https://arxiv.org/abs/1909.12285v2,https://arxiv.org/pdf/1909.12285v2.pdf,https://github.com/eric-moreno/IN,True,True,True,pytorch,https://raw.githubusercontent.com/eric-moreno/IN/master/README.md
71,https://paperswithcode.com/paper/the-effects-of-regularisation-on-rnn-models,The effects of regularisation on RNN models for time series forecasting: Covid-19 as an example,2105.05932,https://arxiv.org/abs/2105.05932v1,https://arxiv.org/pdf/2105.05932v1.pdf,https://github.com/marcusCarpenter97/COVID-19-forecasting,True,True,True,tf,https://raw.githubusercontent.com/marcusCarpenter97/COVID-19-forecasting/master/README.md
72,https://paperswithcode.com/paper/predicting-long-term-skeletal-motions-by-a,Predicting Long-Term Skeletal Motions by a Spatio-Temporal Hierarchical Recurrent Network,1911.02404,https://arxiv.org/abs/1911.02404v3,https://arxiv.org/pdf/1911.02404v3.pdf,https://github.com/p0werHu/articulated-objects-motion-prediction,True,True,True,pytorch,https://raw.githubusercontent.com/p0werHu/articulated-objects-motion-prediction/master/README.md
73,https://paperswithcode.com/paper/temporally-efficient-vision-transformer-for,Temporally Efficient Vision Transformer for Video Instance Segmentation,2204.08412,https://arxiv.org/abs/2204.08412v1,https://arxiv.org/pdf/2204.08412v1.pdf,https://github.com/hustvl/tevit,True,True,True,pytorch,https://raw.githubusercontent.com/hustvl/tevit/main/README.md
74,https://paperswithcode.com/paper/la-maml-look-ahead-meta-learning-for,La-MAML: Look-ahead Meta Learning for Continual Learning,2007.13904,https://arxiv.org/abs/2007.13904v2,https://arxiv.org/pdf/2007.13904v2.pdf,https://github.com/montrealrobotics/La-MAML,True,True,True,pytorch,https://raw.githubusercontent.com/montrealrobotics/La-MAML/main/README.md
75,https://paperswithcode.com/paper/pac-bayes-un-expected-bernstein-inequality,PAC-Bayes Un-Expected Bernstein Inequality,1905.13367,https://arxiv.org/abs/1905.13367v2,https://arxiv.org/pdf/1905.13367v2.pdf,https://github.com/bguedj/PAC-Bayesian-Un-Expected-Bernstein-Inequality,True,True,True,none,https://raw.githubusercontent.com/bguedj/PAC-Bayesian-Un-Expected-Bernstein-Inequality/master/README.md
76,https://paperswithcode.com/paper/sparseout-controlling-sparsity-in-deep,Sparseout: Controlling Sparsity in Deep Networks,1904.08050,http://arxiv.org/abs/1904.08050v1,http://arxiv.org/pdf/1904.08050v1.pdf,https://github.com/najeebkhan/sparseout,True,True,True,pytorch,https://raw.githubusercontent.com/najeebkhan/sparseout/master/README.md
